date,rainfall_mm,temperature_C,discharge
2011-09-21,23.198496,25.840515,14552.34
2011-09-22,23.795973,25.636597,16259.53
2011-09-23,20.623646,25.66571,13013.16
2011-09-24,6.7925296,25.907867,12793.94
2011-09-25,1.4451352,27.07666,15510.76
2011-09-26,0.6928478,27.236023,12297.1
2011-09-27,0.06534577,27.39325,10396.7
2011-09-28,0.08376066,27.309845,6804.31
2011-09-29,0.15077142,27.198517,5745.12
2011-09-30,0.0609914,27.059753,4976.73
2011-10-01,0.0033737628,26.8479,5722.0
2011-10-02,0.016185535,26.71936,5522.0
2011-10-03,0.05905488,26.729553,5768.0
2011-10-04,0.0958308,26.79892,5563.0
2011-10-05,0.3546479,27.006409,5466.0
2011-10-06,1.7196083,26.580627,5438.0
2011-10-07,4.5584373,26.178772,3982.0
2011-10-08,2.5333483,26.558899,5370.0
2011-10-09,4.3557944,26.697845,3974.0
2011-10-10,3.4904685,26.629456,3967.0
2011-10-11,0.6309891,27.504211,5300.0
2011-10-12,0.7581778,27.670929,5366.0
2011-10-13,1.0305113,27.344238,3974.0
2011-10-14,0.5192251,27.046265,5286.0
2011-10-15,0.083173856,26.773376,5286.0
2011-10-16,0.0366828,26.470154,5286.0
2011-10-17,0.4081715,25.876831,3967.0
2011-10-18,1.3127159,25.405304,3959.0
2011-10-19,0.65059215,25.770447,3967.0
2011-10-20,4.263712,25.775879,3941.0
2011-10-21,5.0534525,25.341125,3959.0
2011-10-22,1.5127627,25.157074,3950.0
2011-10-23,0.13126485,25.288544,3974.0
2011-10-24,0.05599751,25.134308,5300.0
2011-10-25,0.13651791,25.046509,3959.0
2011-10-26,0.05400826,24.967987,3941.0
2011-10-27,0.00082464784,24.641113,3846.0
2011-10-28,0.00010097729,24.138916,3723.0
2011-10-29,0.00021878412,23.647491,3723.0
2011-10-30,0.00032424927,23.523987,3812.0
2011-10-31,0.0046471986,23.834839,3777.0
2011-11-01,0.05257326,23.776245,359.55
2011-11-02,0.026352827,23.283478,382.09
2011-11-03,0.00050937425,23.128052,453.96
2011-11-04,3.7025e-05,23.337128,484.8
2011-11-05,1.6829548e-05,23.640564,381.44
2011-11-06,6.7318188e-06,23.948639,300.75
2011-11-07,0.00018736895,23.809479,284.66
2011-11-08,0.0037204518,23.005554,338.09
2011-11-09,0.00091664924,22.6893,314.02
2011-11-10,0.0010355781,22.83545,291.4
2011-11-11,0.0004420561,23.314148,300.12
2011-11-12,5.609849e-06,23.825775,240.68
2011-11-13,0.028238857,24.120636,209.97
2011-11-14,0.11212629,23.77774,285.44
2011-11-15,0.047825083,23.146729,300.12
2011-11-16,0.01772039,22.577148,382.09
2011-11-17,0.00026478485,22.512573,381.13
2011-11-18,0.00013014849,22.693542,405.76
2011-11-19,1.1219698e-05,22.7854,404.51
2011-11-20,0.010911156,22.391846,625.83
2011-11-21,0.023572586,22.114838,591.67
2011-11-22,0.01344793,22.133911,494.61
2011-11-23,0.0075688083,22.17276,428.9
2011-11-24,0.00034781065,22.355011,355.09
2011-11-25,0.00056322885,22.56189,355.74
2011-11-26,0.000742744,22.968811,453.96
2011-11-27,0.002337063,23.09021,487.38
2011-11-28,0.055792198,22.516174,493.79
2011-11-29,0.040283203,21.686829,405.16
2011-11-30,0.08978563,21.089783,405.16
2011-12-01,0.2623199,21.043396,338.09
2011-12-02,0.1461074,21.144897,428.9
2011-12-03,0.06303899,21.352112,381.13
2011-12-04,0.0056670695,21.99356,454.41
2011-12-05,0.0063099577,22.04242,541.68
2011-12-06,0.0012891432,21.628479,454.41
2011-12-07,0.0007573296,21.125519,359.55
2011-12-08,5.385455e-05,21.17331,348.62
2011-12-09,8.8635614e-05,21.289246,375.44
2011-12-10,0.00010770911,21.833618,455.27
2011-12-11,0.010803447,21.496399,429.87
2011-12-12,0.035954643,21.015808,381.13
2011-12-13,0.0036677192,20.333466,455.27
2011-12-14,0.021324158,19.73938,359.55
2011-12-15,0.02170675,19.384308,300.12
2011-12-16,0.0037238179,19.019897,314.02
2011-12-17,0.00070459704,18.762817,284.66
2011-12-18,2.1317426e-05,18.612,250.72
2011-12-19,9.200152e-05,18.558868,260.08
2011-12-20,2.6927275e-05,18.331787,338.09
2011-12-21,6.7318188e-06,18.101257,337.75
2011-12-22,5.1610605e-05,18.281738,300.12
2011-12-23,7.853789e-06,18.6922,285.29
2011-12-24,0.0,18.49945,207.85
2011-12-25,6.1708335e-05,17.710236,240.68
2011-12-26,0.0024346747,17.783875,455.27
2011-12-27,0.04845002,18.348145,428.9
2011-12-28,0.84645885,19.907898,380.48
2011-12-29,0.4423433,21.746735,359.55
2011-12-30,0.9404833,22.932648,336.82
2011-12-31,7.9243855,22.066803,250.72
2012-01-01,15.382369,21.262238,285.29
2012-01-02,1.7210636,21.468628,291.4
2012-01-03,0.7538156,21.294312,493.79
2012-01-04,0.46108696,21.603455,428.9
2012-01-05,0.52956975,22.616974,380.48
2012-01-06,1.0547234,22.37323,207.9
2012-01-07,4.659666,21.622986,240.68
2012-01-08,5.1641164,21.285645,404.19
2012-01-09,4.5549955,19.566101,454.61
2012-01-10,6.4964175,17.417145,430.21
2012-01-11,0.30740628,16.474762,428.9
2012-01-12,6.844016e-05,16.189514,457.54
2012-01-13,0.0,14.914246,487.38
2012-01-14,0.0,15.15979,524.21
2012-01-15,1.5707577e-05,16.607483,488.04
2012-01-16,8.975759e-06,18.643524,336.82
2012-01-17,3.0293184e-05,19.893005,428.9
2012-01-18,0.0033210309,20.405365,430.21
2012-01-19,0.049825557,20.911682,405.16
2012-01-20,0.040349398,20.096954,348.62
2012-01-21,0.021614749,17.647278,209.97
2012-01-22,0.006388496,17.646484,300.12
2012-01-23,0.00089196593,19.309021,487.38
2012-01-24,0.0024256988,20.128723,299.48
2012-01-25,0.055140328,21.02716,291.4
2012-01-26,1.6486773,20.493347,207.9
2012-01-27,0.6796613,20.27771,191.24
2012-01-28,3.53944,20.254791,185.65
2012-01-29,2.6189668,19.119568,168.78
2012-01-30,0.48254353,19.81662,291.4
2012-01-31,0.289126,20.423676,207.9
2012-02-01,0.069111094,19.795319,191.24
2012-02-02,6.7318188e-06,18.789612,173.58
2012-02-03,3.3659094e-06,19.098602,177.23
2012-02-04,0.00022327199,20.445526,182.86
2012-02-05,3.4781064e-05,21.756653,177.23
2012-02-06,3.3659094e-06,22.746826,182.86
2012-02-07,0.0,23.032745,177.23
2012-02-08,0.00026254094,22.965027,162.78
2012-02-09,0.0011848,20.700745,166.93
2012-02-10,0.063080505,19.723022,164.49
2012-02-11,0.11757009,19.980835,162.78
2012-02-12,0.06743711,21.282501,155.16
2012-02-13,0.06766488,23.235168,163.37
2012-02-14,0.7473026,24.59909,166.93
2012-02-15,3.9249692,24.037292,173.25
2012-02-16,2.5163493,23.045654,178.5
2012-02-17,0.20119947,23.346954,188.09
2012-02-18,0.008399066,24.268616,184.32
2012-02-19,0.0090531735,23.566284,182.86
2012-02-20,0.0006855235,23.517822,184.32
2012-02-21,5.1610612e-05,24.830261,188.09
2012-02-22,1.6829546e-05,25.736115,207.9
2012-02-23,0.0,25.842072,191.24
2012-02-24,0.0,26.316193,190.43
2012-02-25,0.0,26.330933,184.32
2012-02-26,0.0,26.201385,181.34
2012-02-27,0.0,25.555786,178.5
2012-02-28,0.007470075,26.06253,173.25
2012-02-29,0.005780388,25.203674,164.49
2012-03-01,0.050064538,25.349182,145.78
2012-03-02,0.08183086,25.470459,137.65
2012-03-03,0.042103037,25.412598,129.88
2012-03-04,0.01519147,25.957214,149.32
2012-03-05,0.0045170505,26.880127,145.78
2012-03-06,0.00010546516,27.534973,166.93
2012-03-07,8.975758e-06,27.047974,163.37
2012-03-08,0.001070359,26.392029,182.86
2012-03-09,0.004063775,25.69217,182.86
2012-03-10,0.0070437263,25.449463,186.09
2012-03-11,0.013591542,26.02237,188.76
2012-03-12,0.013557883,26.858643,166.93
2012-03-13,0.09712219,26.744995,166.93
2012-03-14,0.026194628,25.72342,173.25
2012-03-15,0.0067295744,25.613403,184.32
2012-03-16,0.020574683,26.708496,150.82
2012-03-17,0.0049983757,27.9263,149.32
2012-03-18,0.0013889987,28.451202,164.49
2012-03-19,0.009007174,28.756042,181.34
2012-03-20,0.004716761,29.018219,184.32
2012-03-21,0.0005161061,29.57669,184.32
2012-03-22,0.00050488644,28.995636,182.86
2012-03-23,0.0027622895,27.789124,183.71
2012-03-24,0.0010793349,27.998413,177.23
2012-03-25,0.00020868637,28.363617,173.58
2012-03-26,9.9855315e-05,28.718689,171.43
2012-03-27,8.975759e-06,29.252197,166.93
2012-03-28,0.0,29.684753,149.37
2012-03-29,0.00043869021,29.853638,155.16
2012-03-30,0.55126137,29.44751,163.37
2012-03-31,1.1591754,28.259796,168.77
2012-04-01,0.64580023,28.584991,160.77
2012-04-02,0.18176809,29.622314,173.58
2012-04-03,0.14766021,30.284332,178.5
2012-04-04,0.5439545,30.2818,181.34
2012-04-05,1.2422628,28.854767,171.43
2012-04-06,0.3650026,29.087769,160.77
2012-04-07,0.5317026,29.22876,137.65
2012-04-08,0.5843757,29.936462,141.63
2012-04-09,1.1242406,30.381592,129.88
2012-04-10,1.9068877,29.712982,126.84
2012-04-11,1.9470439,29.659485,150.32
2012-04-12,0.88630563,30.114075,149.32
2012-04-13,0.68708247,29.3042,14.785
2012-04-14,0.2842084,29.729034,150.82
2012-04-15,0.32983556,30.22229,141.63
2012-04-16,0.11257733,30.692719,137.65
2012-04-17,0.28129354,31.257874,141.63
2012-04-18,0.41215447,31.81662,145.73
2012-04-19,0.116156414,32.049805,144.31
2012-04-20,0.14520532,32.22641,140.87
2012-04-21,0.08808136,31.673645,137.65
2012-04-22,0.84329265,31.371368,145.78
2012-04-23,0.4009101,30.455933,164.49
2012-04-24,1.1242328,30.980469,177.23
2012-04-25,1.0350327,30.486969,181.7
2012-04-26,1.8141645,30.172394,184.32
2012-04-27,1.2675152,30.310242,177.23
2012-04-28,0.99262244,30.880646,171.43
2012-04-29,0.8428518,30.663239,170.64
2012-04-30,0.48253676,31.1633,178.5
2012-05-01,0.5729114,31.53653,6405.0
2012-05-02,0.1777402,31.595917,6405.0
2012-05-03,1.0422359,30.972412,6491.0
2012-05-04,6.1456213,28.894714,6642.0
2012-05-05,0.9571266,29.096802,6621.0
2012-05-06,1.0717325,29.35611,6767.0
2012-05-07,0.050208144,30.968994,7343.0
2012-05-08,0.22759157,31.829956,10292.0
2012-05-09,1.0942807,30.844574,8561.0
2012-05-10,1.0743971,30.46997,6885.0
2012-05-11,0.44417322,31.363922,6885.0
2012-05-12,1.7018294,30.946167,6767.0
2012-05-13,0.748723,31.723755,6928.0
2012-05-14,0.79634386,32.54886,7343.0
2012-05-15,0.22196938,32.462585,8501.0
2012-05-16,0.09634803,32.880432,8855.0
2012-05-17,0.079196475,33.67276,8855.0
2012-05-18,0.1509902,33.684998,10292.0
2012-05-19,0.25084665,33.435364,10292.0
2012-05-20,0.2213624,32.86664,10578.0
2012-05-21,0.088012934,33.212402,10292.0
2012-05-22,0.12211967,33.68518,10076.0
2012-05-23,0.18643099,33.804077,8501.0
2012-05-24,0.05648557,34.409485,7449.0
2012-05-25,0.036606506,34.44751,7348.0
2012-05-26,0.13208166,34.43756,6886.0
2012-05-27,0.2066287,34.207764,6852.0
2012-05-28,0.4050019,34.29669,6928.0
2012-05-29,0.20960864,34.11905,6950.0
2012-05-30,0.048846077,34.271606,3712.0
2012-05-31,0.063822135,34.555878,6690.0
2012-06-01,0.05883834,34.655792,187.14
2012-06-02,0.11749043,34.858246,170.64
2012-06-03,0.34119776,34.511993,195.58
2012-06-04,0.02578062,35.03174,199.2
2012-06-05,0.0069707986,35.738953,207.9
2012-06-06,0.41339538,34.92633,207.27
2012-06-07,0.6511195,33.48755,203.64
2012-06-08,1.1898737,33.41992,203.64
2012-06-09,0.9554762,33.79065,196.76
2012-06-10,1.3493224,32.56299,196.14
2012-06-11,0.73191696,32.398712,203.64
2012-06-12,1.3832787,32.849182,203.64
2012-06-13,1.4331157,31.754578,199.2
2012-06-14,0.60458803,31.551697,199.2
2012-06-15,1.6887654,31.841309,199.2
2012-06-16,8.929083,30.028809,199.2
2012-06-17,13.946546,27.204773,207.9
2012-06-18,21.04611,27.901367,375.44
2012-06-19,20.759043,26.81491,469.34
2012-06-20,25.908003,26.509216,359.55
2012-06-21,39.799816,25.347107,524.21
2012-06-22,26.56326,25.551758,348.62
2012-06-23,16.661003,26.23285,465.16
2012-06-24,9.062396,27.393005,3536.39
2012-06-25,1.9689649,28.91449,5473.7
2012-06-26,1.9111768,28.159363,3837.72
2012-06-27,0.8793786,29.638062,2471.72
2012-06-28,0.6826221,30.06247,1545.56
2012-06-29,1.5118678,29.97876,1365.56
2012-06-30,3.041042,30.2565,1212.62
2012-07-01,14.335626,27.983673,984.94
2012-07-02,23.46074,27.4151,970.26
2012-07-03,19.81444,26.860352,974.42
2012-07-04,9.381997,27.591156,1225.14
2012-07-05,15.003861,27.471893,1341.92
2012-07-06,13.149007,26.105469,1979.66
2012-07-07,12.085622,26.053009,3729.09
2012-07-08,16.385284,26.044128,3648.67
2012-07-09,19.720072,26.017395,2682.61
2012-07-10,4.610233,27.32428,1945.31
2012-07-11,5.8863945,28.236786,2047.63
2012-07-12,7.5462136,27.88507,1945.03
2012-07-13,14.394073,27.537964,1771.94
2012-07-14,15.526623,27.325378,1851.08
2012-07-15,15.194028,26.850769,1772.51
2012-07-16,9.150464,26.856812,1943.37
2012-07-17,12.447659,27.000061,1634.92
2012-07-18,13.670127,26.883545,1478.53
2012-07-19,16.85816,25.848022,2130.2
2012-07-20,23.252653,25.73523,2776.19
2012-07-21,26.135334,25.925049,2435.4
2012-07-22,11.047254,26.399841,3355.32
2012-07-23,3.1193385,26.393494,4614.52
2012-07-24,11.406667,26.001709,4581.38
2012-07-25,22.458878,25.770142,3451.97
2012-07-26,18.48533,25.727905,3355.32
2012-07-27,8.188285,25.88269,3641.49
2012-07-28,7.043613,25.949463,3537.72
2012-07-29,9.863095,25.465118,5335.69
2012-07-30,26.757397,24.247131,8560.48
2012-07-31,12.835508,24.365784,4246.55
2012-08-01,4.9739647,25.487305,4297.68
2012-08-02,24.961657,25.832794,12128.65
2012-08-03,37.79825,25.200256,11817.03
2012-08-04,32.430798,25.15149,10396.7
2012-08-05,27.771856,25.379974,17480.35
2012-08-06,8.377469,25.967896,19051.44
2012-08-07,1.3341511,26.9982,19731.25
2012-08-08,9.874143,26.965332,19779.23
2012-08-09,16.62526,26.348846,17586.11
2012-08-10,22.19697,25.742462,14525.38
2012-08-11,19.712015,25.833252,14520.6
2012-08-12,4.4256067,26.469604,13973.62
2012-08-13,9.524014,26.546844,16104.93
2012-08-14,7.784146,26.845886,16063.94
2012-08-15,11.732196,26.449036,15813.2
2012-08-16,16.96262,26.626556,10742.97
2012-08-17,27.198143,26.1333,9794.54
2012-08-18,29.501383,25.90863,15807.37
2012-08-19,4.805217,26.368103,19814.32
2012-08-20,5.8196216,26.591858,18486.88
2012-08-21,14.78554,25.963623,17291.28
2012-08-22,4.6554127,26.484558,11859.13
2012-08-23,2.6887064,27.563232,9968.31
2012-08-24,10.303778,27.271057,10775.16
2012-08-25,23.827694,26.603912,10766.72
2012-08-26,14.731544,26.054016,12246.76
2012-08-27,5.1143413,26.855713,12119.69
2012-08-28,4.7796006,27.636902,14518.6
2012-08-29,7.960683,27.696472,10887.87
2012-08-30,5.998534,27.199615,8154.1
2012-08-31,5.0877633,27.15747,5638.56
2012-09-01,6.219849,27.681213,4614.52
2012-09-02,15.684579,27.038239,3573.88
2012-09-03,16.2751,26.85495,3355.32
2012-09-04,19.469252,25.95874,3355.32
2012-09-05,14.542605,25.826477,5868.35
2012-09-06,11.4964695,26.20465,6521.68
2012-09-07,8.651586,26.419678,8812.11
2012-09-08,9.851729,27.361694,8154.1
2012-09-09,18.779669,25.815857,16432.96
2012-09-10,9.799404,26.055328,17480.35
2012-09-11,7.0206094,26.327454,14031.43
2012-09-12,10.359467,26.306793,11006.56
2012-09-13,11.977748,25.990173,11059.13
2012-09-14,8.173164,26.57843,12241.67
2012-09-15,9.908483,26.53888,14552.34
2012-09-16,14.3578205,26.301819,9794.64
2012-09-17,10.976404,26.455566,5868.35
2012-09-18,10.520726,26.644989,8154.1
2012-09-19,7.268016,27.250732,8805.8
2012-09-20,7.952651,26.884949,11859.13
2012-09-21,8.046574,26.624268,10719.55
2012-09-22,11.433711,26.485992,8805.8
2012-09-23,4.5140567,26.951355,12119.69
2012-09-24,1.1213539,27.428406,8911.06
2012-09-25,1.1585785,27.424103,5932.29
2012-09-26,0.15383215,27.410767,8486.45
2012-09-27,0.36388958,27.473083,5979.63
2012-09-28,1.6528007,27.489746,3573.88
2012-09-29,4.601463,27.37622,4213.43
2012-09-30,2.5325236,27.581635,2360.52
2012-10-01,2.9189026,27.286255,2722.52
2012-10-02,7.369226,26.704254,2166.14
2012-10-03,12.740354,25.883118,2182.82
2012-10-04,9.3519125,25.902466,1812.16
2012-10-05,1.0598968,26.686829,1648.04
2012-10-06,0.023574831,26.792664,2220.59
2012-10-07,3.0701425,26.07901,3855.44
2012-10-08,5.0507655,25.853668,2870.44
2012-10-09,8.468654,25.450684,2238.99
2012-10-10,3.9615138,25.382935,2491.78
2012-10-11,1.9289106,25.891388,2894.88
2012-10-12,2.5675874,25.91092,3641.49
2012-10-13,3.2312315,25.512146,4654.24
2012-10-14,0.5558194,25.390747,2922.96
2012-10-15,0.036614362,25.481232,2531.97
2012-10-16,0.0029115116,25.56186,2182.82
2012-10-17,0.012023028,25.360565,1674.07
2012-10-18,0.015615575,25.06195,1478.53
2012-10-19,0.00477847,25.058838,1365.56
2012-10-20,0.09764166,25.027496,1228.14
2012-10-21,0.39685082,25.209106,1163.56
2012-10-22,0.28915742,25.188782,1138.76
2012-10-23,0.08913265,25.091858,984.94
2012-10-24,0.036109474,24.762573,873.67
2012-10-25,0.0004745932,24.819153,855.16
2012-10-26,0.05114948,24.787598,494.89
2012-10-27,0.22132874,24.57254,524.21
2012-10-28,0.005094865,23.664429,455.27
2012-10-29,0.0,22.665344,454.61
2012-10-30,0.00015707576,22.584503,380.48
2012-10-31,0.20718181,23.67694,398.26
2012-11-01,9.2325115,24.220673,380.48
2012-11-02,14.930262,23.767944,455.27
2012-11-03,13.836779,23.521484,762.99
2012-11-04,4.730442,23.906708,1212.02
2012-11-05,5.4457746,23.81128,1569.36
2012-11-06,2.451504,24.211823,1545.56
2012-11-07,2.3980782,23.544373,1545.56
2012-11-08,0.48016718,22.47342,1478.53
2012-11-09,0.016606275,21.809052,1459.91
2012-11-10,0.0004375682,21.326324,1365.56
2012-11-11,0.00037025003,21.005646,1250.0
2012-11-12,0.001374413,20.820343,1132.0
2012-11-13,0.00015595379,20.999664,1121.23
2012-11-14,1.1219697e-06,20.90564,1113.26
2012-11-15,1.1219697e-06,20.335022,1117.87
2012-11-16,0.0068563577,19.716583,1097.98
2012-11-17,0.5174132,20.54718,1097.98
2012-11-18,0.44431573,21.937439,756.32
2012-11-19,0.7368143,22.967957,524.21
2012-11-20,0.7441117,23.076233,488.04
2012-11-21,0.08307738,23.140564,488.04
2012-11-22,0.04062316,23.233063,431.47
2012-11-23,0.103886545,22.829987,375.44
2012-11-24,0.05734612,22.569214,359.55
2012-11-25,0.008366529,22.047058,260.08
2012-11-26,0.01501981,21.744019,267.04
2012-11-27,0.000409519,21.352783,299.48
2012-11-28,0.00037025003,21.20346,291.4
2012-11-29,0.0005755705,20.801697,267.04
2012-11-30,0.00055425306,21.06012,267.04
2012-12-01,2.0195455e-05,20.590942,260.08
2012-12-02,2.2439395e-05,20.301544,250.72
2012-12-03,8.190379e-05,19.952087,285.29
2012-12-04,0.002826242,20.512207,284.66
2012-12-05,0.041221734,21.772125,359.55
2012-12-06,0.0010232364,22.006866,285.29
2012-12-07,0.0,21.762878,299.48
2012-12-08,0.00084372127,22.243805,260.08
2012-12-09,0.0043622185,22.85022,210.91
2012-12-10,0.42565626,23.473633,240.68
2012-12-11,4.137843,23.046204,240.68
2012-12-12,1.2621183,22.333862,207.9
2012-12-13,0.75940746,22.613098,196.14
2012-12-14,0.2704396,22.911865,187.14
2012-12-15,0.18257813,22.386688,186.53
2012-12-16,0.023192234,21.74936,172.37
2012-12-17,0.0007023531,20.78775,173.39
2012-12-18,2.8049244e-05,20.280212,168.29
2012-12-19,3.2537122e-05,19.872803,159.56
2012-12-20,3.8146973e-05,19.550323,154.63
2012-12-21,0.00021205228,19.138458,151.75
2012-12-22,0.0010546516,18.39917,149.06
2012-12-23,7.517198e-05,17.37268,149.06
2012-12-24,0.00021317427,17.723816,146.52
2012-12-25,5.385455e-05,17.612366,146.52
2012-12-26,4.82447e-05,16.90567,149.06
2012-12-27,1.0097728e-05,16.73111,149.06
2012-12-28,0.00021990607,17.486847,149.72
2012-12-29,2.4683337e-05,18.715363,146.52
2012-12-30,1.0097728e-05,19.54132,152.96
2012-12-31,0.000633913,20.595612,175.46
2013-01-01,0.25372672,22.038544,168.29
2013-01-02,1.6624159,22.284363,167.69
2013-01-03,0.42443332,21.30249,172.37
2013-01-04,0.28889823,20.41336,159.06
2013-01-05,0.11425355,21.031525,168.29
2013-01-06,0.5624738,20.480133,165.23
2013-01-07,0.490689,19.728333,159.06
2013-01-08,0.1102167,18.004883,159.06
2013-01-09,0.0066420613,17.400208,164.63
2013-01-10,8.975758e-05,17.917023,158.36
2013-01-11,3.4781064e-05,18.19339,172.37
2013-01-12,2.1317426e-05,18.430115,196.14
2013-01-13,0.0,19.834259,290.68
2013-01-14,0.0,21.07727,195.52
2013-01-15,0.0008874781,21.537354,176.58
2013-01-16,0.0061405404,22.277588,186.53
2013-01-17,0.0036520115,22.610352,196.14
2013-01-18,0.005369747,22.007812,190.04
2013-01-19,0.012852164,21.576538,158.36
2013-01-20,0.028577691,20.84842,207.9
2013-01-21,0.16604929,19.981445,267.04
2013-01-22,0.027159523,19.65802,169.55
2013-01-23,0.005196964,19.698639,196.14
2013-01-24,0.036769193,19.810486,207.9
2013-01-25,0.018366646,19.797577,207.77
2013-01-26,0.004871593,19.63028,133.03
2013-01-27,0.0017648584,19.372345,141.63
2013-01-28,0.0015830994,18.789673,210.91
2013-01-29,0.0015415865,18.934967,158.36
2013-01-30,0.00024795532,19.36139,152.96
2013-01-31,0.008290235,19.899414,190.04
2013-02-01,0.00636269,20.464905,196.14
2013-02-02,0.036360793,20.97583,164.63
2013-02-03,0.02302282,21.635315,161.49
2013-02-04,0.00072367047,22.683899,161.49
2013-02-05,0.0030775631,23.020355,375.44
2013-02-06,0.0010759691,23.703278,359.55
2013-02-07,0.6919289,23.655914,380.48
2013-02-08,1.8970366,21.481659,260.08
2013-02-09,0.029769223,21.792694,207.17
2013-02-10,0.0012005077,22.339844,210.91
2013-02-11,2.4683335e-05,22.858612,250.72
2013-02-12,0.02515456,23.253662,259.48
2013-02-13,0.040770136,23.677704,249.47
2013-02-14,0.060361978,24.226929,196.14
2013-02-15,1.2139646,23.51648,210.91
2013-02-16,6.5815644,21.142395,209.97
2013-02-17,6.2754507,20.018433,249.47
2013-02-18,0.8377681,20.463898,207.17
2013-02-19,0.017492631,21.142883,196.14
2013-02-20,0.0010512857,22.177002,210.91
2013-02-21,0.00084933115,22.140167,259.45
2013-02-22,8.975758e-05,22.998901,249.47
2013-02-23,0.15192817,24.331116,291.4
2013-02-24,0.10417378,24.541534,203.36
2013-02-25,2.2439394e-06,24.627563,259.45
2013-02-26,0.0,24.369202,210.95
2013-02-27,0.0,25.011963,209.97
2013-02-28,0.0,25.888214,203.86
2013-03-01,0.0,24.626373,203.86
2013-03-02,0.0,23.926575,186.53
2013-03-03,0.0001077091,24.153473,303.07
2013-03-04,3.5903035e-05,24.620178,259.45
2013-03-05,0.0,25.129639,190.04
2013-03-06,2.3561366e-05,25.534332,185.07
2013-03-07,1.0097728e-05,25.738678,184.39
2013-03-08,0.00018849093,25.792358,176.58
2013-03-09,0.00036464017,26.322266,175.97
2013-03-10,0.00018175911,26.883362,172.37
2013-03-11,0.0011455312,27.64447,196.14
2013-03-12,0.0056794104,28.187378,249.47
2013-03-13,0.027144935,28.36795,250.09
2013-03-14,1.0510602,27.373291,184.39
2013-03-15,1.1939677,26.853333,196.14
2013-03-16,1.5702785,26.279205,203.86
2013-03-17,0.953377,24.837524,207.17
2013-03-18,0.038327612,26.149414,203.86
2013-03-19,0.0010333341,27.135193,240.68
2013-03-20,0.008344089,27.972595,249.47
2013-03-21,0.014314092,28.32782,203.86
2013-03-22,0.042466555,29.028809,184.39
2013-03-23,0.07593716,29.357788,196.14
2013-03-24,0.5265741,29.326447,190.04
2013-03-25,0.025626913,29.976868,169.55
2013-03-26,0.019287784,30.4599,333.5
2013-03-27,0.085000426,30.305847,299.48
2013-03-28,0.8698789,29.86322,299.48
2013-03-29,0.6435103,28.885254,291.4
2013-03-30,0.23368612,29.597473,249.47
2013-03-31,0.06273495,29.892761,259.45
2013-04-01,0.24198532,30.078033,267.04
2013-04-02,0.8650364,29.580322,398.26
2013-04-03,0.5062855,29.79541,209.97
2013-04-04,0.0030607337,30.32721,249.47
2013-04-05,0.0003242493,29.819519,207.17
2013-04-06,0.0020633023,29.790497,185.07
2013-04-07,0.00094133266,30.201233,250.09
2013-04-08,0.00042522652,30.754456,284.66
2013-04-09,0.002081254,31.53955,291.4
2013-04-10,0.0869448,31.748291,337.17
2013-04-11,0.67318076,30.973022,375.44
2013-04-12,0.1906911,31.38855,359.55
2013-04-13,1.1615361,30.394745,359.55
2013-04-14,1.1527027,28.703186,337.17
2013-04-15,0.39883333,29.605682,333.49
2013-04-16,0.29380912,30.674072,483.39
2013-04-17,0.5208318,30.921051,431.47
2013-04-18,2.0791626,30.246887,380.48
2013-04-19,4.60142,28.286407,333.49
2013-04-20,11.730952,24.94983,299.48
2013-04-21,13.233719,23.77774,207.17
2013-04-22,4.4097214,25.929321,284.66
2013-04-23,2.0069256,27.295532,299.48
2013-04-24,0.86685294,28.640808,267.04
2013-04-25,0.37553224,29.814026,267.04
2013-04-26,1.4014391,29.815979,333.49
2013-04-27,0.5214287,30.948883,380.48
2013-04-28,0.11852376,32.021667,431.47
2013-04-29,0.26875553,32.398315,359.55
2013-04-30,0.27659473,32.745026,267.04
2013-05-01,0.3463846,33.059967,203.86
2013-05-02,0.27327818,32.893555,398.26
2013-05-03,0.25891134,32.281372,333.49
2013-05-04,0.7971314,32.10913,249.47
2013-05-05,0.99465877,31.84674,209.97
2013-05-06,1.0076568,32.182343,291.4
2013-05-07,0.36702886,32.40387,299.48
2013-05-08,0.116320215,33.295654,291.4
2013-05-09,0.08208892,33.746796,284.66
2013-05-10,0.07872189,33.862,267.04
2013-05-11,0.16693789,33.865906,209.97
2013-05-12,2.1002162,31.65448,249.47
2013-05-13,0.6104671,31.657776,375.44
2013-05-14,0.44262943,31.10675,454.61
2013-05-15,1.270615,31.222504,380.48
2013-05-16,0.032539368,32.191772,333.49
2013-05-17,0.7712679,32.958527,303.07
2013-05-18,0.05052342,33.526703,267.04
2013-05-19,0.12327419,33.60086,259.45
2013-05-20,0.12798421,33.942413,333.49
2013-05-21,0.17674613,33.9003,299.48
2013-05-22,0.18331751,34.158447,250.09
2013-05-23,0.0114171645,34.371857,209.97
2013-05-24,0.0358963,34.650085,299.48
2013-05-25,0.24700503,34.74774,332.85
2013-05-26,2.4739175,32.24524,291.4
2013-05-27,3.2264268,30.158813,524.21
2013-05-28,1.9055344,31.36853,483.39
2013-05-29,8.174423,30.170166,380.48
2013-05-30,10.564008,30.327332,380.0
2013-05-31,0.35921884,30.354095,291.4
2013-06-01,1.7534997,30.882355,332.85
2013-06-02,1.2977488,30.158478,240.68
2013-06-03,1.3756921,30.352203,203.86
